2025-03-16 23:32:10.214 | INFO     | __main__:start_market_scanner:139 - Starting market scanner with 33 symbols on 1 timeframes
2025-03-16 23:32:10.214 | INFO     | __main__:start_market_scanner:140 - Symbols: AAPL, MSFT, GOOGL, AMZN, TSLA, NVDA, META, AMD, INTC, IBM, ORCL, CRM, ADBE, CSCO, PYPL, NFLX, DIS, JPM, BAC, C, GS, MS, V, MA, PG, KO, PEP, JNJ, MRK, PFE, UNH, CVX, XOM
2025-03-16 23:32:10.214 | INFO     | __main__:start_market_scanner:141 - Timeframes: 1D
2025-03-16 23:32:10.214 | INFO     | __main__:start_market_scanner:142 - Scan interval: 3 minutes
2025-03-16 23:32:10.214 | INFO     | __main__:start_market_scanner:144 - Maximum scans: 2
2025-03-16 23:32:10.214 | INFO     | __main__:run_scanner_job:88 - Running scanner at 2025-03-16 23:32:10
2025-03-16 23:32:10.214 | INFO     | ibkr_single_scan:run_single_scan:97 - Running single scan for 33 symbols on 1 timeframes
2025-03-16 23:32:10.576 | INFO     | trading_agents.utils.ibkr_connector:get_ib_connection:70 - Connected to IBKR at 127.0.0.1:7496
2025-03-16 23:32:10.577 | INFO     | ibkr_single_scan:run_single_scan:103 - Successfully connected to IBKR
2025-03-16 23:32:10.577 | INFO     | sweep_engulfer_agent:__init__:49 - Initialized SweepEngulferPattern with lookback=50, engulfing_threshold=0.0, volume_increase_threshold=1.5, sweep_threshold_pips=5, min_candle_size_atr=0.5
2025-03-16 23:32:10.577 | INFO     | non_prefect_setup_scanner:__init__:60 - Initialized SimpleScanner with lookback=50, min_volume=10000, price_rejection=0.005, fvg_threshold=0.003, min_touches=2
2025-03-16 23:32:10.577 | INFO     | ibkr_single_scan:run_single_scan:125 - Processing AAPL on 1D timeframe
2025-03-16 23:32:10.577 | INFO     | ibkr_single_scan:fetch_market_data:49 - Fetching data for AAPL on 1D timeframe using IBKR
2025-03-16 23:32:10.732 | INFO     | trading_agents.utils.ibkr_connector:fetch_historical_data:210 - Fetched 250 1D data points for AAPL from IBKR
2025-03-16 23:32:10.732 | INFO     | ibkr_single_scan:fetch_market_data:56 - Fetched 250 data points for AAPL from IBKR
2025-03-16 23:32:10.732 | INFO     | non_prefect_setup_scanner:find_breaker_blocks:73 - Scanning for breaker blocks in data with 250 rows
2025-03-16 23:32:10.734 | INFO     | non_prefect_setup_scanner:find_breaker_blocks:171 - Found 0 new breaker blocks and 0 active retests
2025-03-16 23:32:10.734 | INFO     | non_prefect_setup_scanner:find_fair_value_gaps:393 - Scanning for fair value gaps in data with 250 rows
2025-03-16 23:32:10.736 | INFO     | non_prefect_setup_scanner:find_fair_value_gaps:531 - Found 0 fair value gaps
2025-03-16 23:32:10.737 | INFO     | non_prefect_setup_scanner:find_sweep_engulfers:541 - Scanning for Sweep Engulfer patterns in AAPL (1D) data with 250 rows
2025-03-16 23:32:10.737 | INFO     | sweep_engulfer_agent:detect_sweep_engulfer:122 - Scanning for Sweep Engulfer patterns in AAPL (1D) with 250 rows
2025-03-16 23:32:10.748 | INFO     | sweep_engulfer_agent:detect_sweep_engulfer:271 - Found Bearish Sweep Engulfer in AAPL at 2025-01-31
2025-03-16 23:32:10.749 | INFO     | non_prefect_setup_scanner:find_sweep_engulfers:551 - Found 1 Sweep Engulfer patterns in AAPL (1D)
2025-03-16 23:32:10.749 | INFO     | non_prefect_setup_scanner:find_sweep_engulfers:553 -   Bearish Sweep Engulfer at 2025-01-31 - Price: 236.00
2025-03-16 23:32:10.749 | INFO     | ibkr_single_scan:run_single_scan:150 - Found 1 sweep engulfer patterns for AAPL on 1D timeframe
2025-03-16 23:32:10.749 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:568 - Scanning for Sweeping Engulfer patterns in AAPL (1D) data with 250 rows
2025-03-16 23:32:10.754 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-04-26
2025-03-16 23:32:10.756 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in AAPL at 2024-06-07
2025-03-16 23:32:10.756 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-06-10
2025-03-16 23:32:10.757 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-06-28
2025-03-16 23:32:10.758 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-07-22
2025-03-16 23:32:10.758 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-08-01
2025-03-16 23:32:10.759 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-08-22
2025-03-16 23:32:10.760 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in AAPL at 2024-08-26
2025-03-16 23:32:10.763 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in AAPL at 2024-10-29
2025-03-16 23:32:10.764 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in AAPL at 2024-11-20
2025-03-16 23:32:10.765 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-12-06
2025-03-16 23:32:10.765 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-12-11
2025-03-16 23:32:10.765 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in AAPL at 2024-12-12
2025-03-16 23:32:10.765 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2024-12-18
2025-03-16 23:32:10.767 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2025-01-14
2025-03-16 23:32:10.768 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in AAPL at 2025-02-07
2025-03-16 23:32:10.769 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in AAPL at 2025-02-24
2025-03-16 23:32:10.769 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in AAPL at 2025-02-28
2025-03-16 23:32:10.770 | INFO     | ibkr_single_scan:run_single_scan:156 - Found 18 sweeping engulfer patterns for AAPL on 1D timeframe
2025-03-16 23:32:10.770 | INFO     | ibkr_single_scan:run_single_scan:125 - Processing MSFT on 1D timeframe
2025-03-16 23:32:10.770 | INFO     | ibkr_single_scan:fetch_market_data:49 - Fetching data for MSFT on 1D timeframe using IBKR
2025-03-16 23:32:10.929 | INFO     | trading_agents.utils.ibkr_connector:fetch_historical_data:210 - Fetched 250 1D data points for MSFT from IBKR
2025-03-16 23:32:10.929 | INFO     | ibkr_single_scan:fetch_market_data:56 - Fetched 250 data points for MSFT from IBKR
2025-03-16 23:32:10.929 | INFO     | non_prefect_setup_scanner:find_breaker_blocks:73 - Scanning for breaker blocks in data with 250 rows
2025-03-16 23:32:10.931 | INFO     | non_prefect_setup_scanner:find_breaker_blocks:171 - Found 0 new breaker blocks and 0 active retests
2025-03-16 23:32:10.931 | INFO     | non_prefect_setup_scanner:find_fair_value_gaps:393 - Scanning for fair value gaps in data with 250 rows
2025-03-16 23:32:10.934 | INFO     | non_prefect_setup_scanner:find_fair_value_gaps:531 - Found 1 fair value gaps
2025-03-16 23:32:10.934 | INFO     | ibkr_single_scan:run_single_scan:144 - Found 1 fair value gaps for MSFT on 1D timeframe
2025-03-16 23:32:10.934 | INFO     | non_prefect_setup_scanner:find_sweep_engulfers:541 - Scanning for Sweep Engulfer patterns in MSFT (1D) data with 250 rows
2025-03-16 23:32:10.934 | INFO     | sweep_engulfer_agent:detect_sweep_engulfer:122 - Scanning for Sweep Engulfer patterns in MSFT (1D) with 250 rows
2025-03-16 23:32:10.946 | INFO     | non_prefect_setup_scanner:find_sweep_engulfers:555 - No Sweep Engulfer patterns found in MSFT (1D)
2025-03-16 23:32:10.946 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:568 - Scanning for Sweeping Engulfer patterns in MSFT (1D) data with 250 rows
2025-03-16 23:32:10.950 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-04-04
2025-03-16 23:32:10.950 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-04-15
2025-03-16 23:32:10.952 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-05-23
2025-03-16 23:32:10.952 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-06-07
2025-03-16 23:32:10.955 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-08-07
2025-03-16 23:32:10.955 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-08-16
2025-03-16 23:32:10.956 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-08-22
2025-03-16 23:32:10.956 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-08-28
2025-03-16 23:32:10.959 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in MSFT at 2024-11-19
2025-03-16 23:32:10.960 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2024-11-21
2025-03-16 23:32:10.960 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bullish Sweeping Engulfer in MSFT at 2024-12-09
2025-03-16 23:32:10.963 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2025-02-07
2025-03-16 23:32:10.963 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2025-02-27
2025-03-16 23:32:10.964 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2025-03-03
2025-03-16 23:32:10.964 | INFO     | non_prefect_setup_scanner:find_sweeping_engulfers:712 - Found Bearish Sweeping Engulfer in MSFT at 2025-03-13
2025-03-16 23:32:10.964 | INFO     | ibkr_single_scan:run_single_scan:156 - Found 15 sweeping engulfer patterns for MSFT on 1D timeframe
2025-03-16 23:32:10.964 | INFO     | ibkr_single_scan:run_single_scan:125 - Processing GOOGL on 1D timeframe
2025-03-16 23:32:10.964 | INFO     | ibkr_single_scan:fetch_market_data:49 - Fetching data for GOOGL on 1D timeframe using IBKR
2025-03-16 23:32:11.154 | INFO     | trading_agents.utils.ibkr_connector:fetch_historical_data:210 - Fetched 250 1D data points for GOOGL from IBKR
2025-03-16 23:32:11.154 | INFO     | ibkr_single_scan:fetch_market_data:56 - Fetched 250 data points for GOOGL from IBKR
2025-03-16 23:32:11.154 | INFO     | non_prefect_setup_scanner:find_breaker_blocks:73 - Scanning for breaker blocks in data with 250 rows
2025-03-16 23:32:11.156 | INFO     | non_prefect_setup_scanner:find_breaker_blocks:171 - Found 0 new breaker blocks and 0 active retests
2025-03-16 23:32:11.156 | INFO     | non_prefect_setup_scanner:find_fair_value_gaps:393 - Scanning for fair value gaps in data with 250 rows
2025-03-16 23:32:11.159 | INFO     | non_prefect_setup_scanner:find_fair_value_gaps:531 - Found 3 fair value gaps
